,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
8699,836,848,0,moocDSA,mooc,398,386,mooc
8700,836,916,0,moocDSA,mooc,398,435,mooc
8701,836,1189,0,moocDSA,mooc,398,6,mooc
8702,836,930,0,moocDSA,mooc,398,440,mooc
8705,836,1165,0,moocDSA,mooc,398,217,mooc
8706,836,1522,0,moocDSA,mooc,398,235,mooc
8707,836,7,0,moocDSA,mooc,398,86,mooc
8704,836,750,0,moocDSA,mooc,398,156,mooc
8713,836,4,0,moocDSA,mooc,398,59,mooc
8712,836,1377,0,moocDSA,mooc,398,154,mooc
8698,836,726,0,moocDSA,mooc,398,20,mooc
8710,836,291,1,moocDSA,mooc,398,423,mooc
8709,836,445,0,moocDSA,mooc,398,93,mooc
8708,836,191,0,moocDSA,mooc,398,369,mooc
8711,836,251,0,moocDSA,mooc,398,23,mooc
8714,837,1202,0,drive,drive,83,504,drive
8716,837,791,0,drive,drive,83,478,drive
8717,837,743,1,drive,drive,83,480,drive
8718,837,996,0,drive,drive,83,420,drive
8719,837,959,0,drive,drive,83,469,drive
8720,837,1182,0,drive,drive,83,468,drive
8721,837,1448,1,drive,drive,83,512,drive
8722,837,141,1,drive,drive,83,417,drive
8715,837,1365,1,drive,drive,83,464,drive
8714,837,1067,0,pseudo,drive,326,81,mooc
8714,837,509,0,pseudo,drive,298,383,mooc
8714,837,1093,1,pseudo,drive,435,298,al_cpl
8714,837,1404,1,pseudo,drive,193,365,al_cpl
8725,838,43,0,al_cpl,al_cpl,143,144,al_cpl
8728,838,693,0,al_cpl,al_cpl,143,289,al_cpl
8727,838,908,0,al_cpl,al_cpl,143,153,al_cpl
8726,838,1341,0,al_cpl,al_cpl,143,290,al_cpl
8731,838,1353,0,al_cpl,al_cpl,143,151,al_cpl
8724,838,1281,0,al_cpl,al_cpl,143,149,al_cpl
8723,838,1524,0,al_cpl,al_cpl,143,244,al_cpl
8732,838,586,0,al_cpl,al_cpl,143,120,al_cpl
8733,838,831,0,al_cpl,al_cpl,143,453,al_cpl
8729,838,5,0,al_cpl,al_cpl,143,193,al_cpl
8735,838,453,0,al_cpl,al_cpl,143,291,al_cpl
8734,838,741,0,al_cpl,al_cpl,143,147,al_cpl
8737,838,740,0,al_cpl,al_cpl,143,150,al_cpl
8738,838,1384,0,al_cpl,al_cpl,143,15,al_cpl
8736,838,964,0,al_cpl,al_cpl,143,537,al_cpl
8730,838,1211,0,al_cpl,al_cpl,143,152,al_cpl
8739,839,1093,1,pseudo,drive,435,298,al_cpl
8739,839,862,0,drive,drive,5,441,drive
8740,839,168,0,drive,drive,5,592,drive
8741,839,572,1,drive,drive,5,454,drive
8739,839,745,0,pseudo,drive,339,324,mooc
8742,839,639,1,drive,drive,5,452,drive
8743,839,890,0,drive,drive,5,594,drive
8744,839,431,0,drive,drive,5,440,drive
8745,839,1416,0,drive,drive,5,593,drive
8746,839,668,0,drive,drive,5,453,drive
8747,839,907,0,drive,drive,5,444,drive
8754,840,616,0,moocML,mooc,287,28,mooc
8756,840,432,0,moocML,mooc,287,17,mooc
8773,840,547,0,moocML,mooc,287,75,mooc
8757,840,520,0,moocML,mooc,287,149,mooc
8758,840,231,0,moocML,mooc,287,328,mooc
8759,840,590,0,moocML,mooc,287,85,mooc
8760,840,1360,0,moocML,mooc,287,310,mooc
8753,840,754,0,moocML,mooc,287,238,mooc
8761,840,814,0,moocML,mooc,287,366,mooc
8762,840,1133,0,moocML,mooc,287,112,mooc
8755,840,1533,0,moocML,mooc,287,273,mooc
8763,840,369,0,moocML,mooc,287,237,mooc
8765,840,296,0,moocML,mooc,287,211,mooc
8766,840,199,0,moocML,mooc,287,298,mooc
8767,840,1075,0,moocML,mooc,287,312,mooc
8768,840,299,0,moocML,mooc,287,7,mooc
8769,840,455,0,moocML,mooc,287,285,mooc
8770,840,1062,0,moocML,mooc,287,118,mooc
8771,840,18,0,moocML,mooc,287,32,mooc
8764,840,1403,0,moocML,mooc,287,135,mooc
8752,840,900,0,moocML,mooc,287,277,mooc
8772,840,1154,0,moocML,mooc,287,134,mooc
8750,840,646,0,moocML,mooc,287,91,mooc
8749,840,1271,0,moocML,mooc,287,216,mooc
8748,840,1483,0,moocML,mooc,287,2,mooc
8751,840,1214,0,moocML,mooc,287,181,mooc
8778,841,783,0,moocML,mooc,348,316,mooc
8779,841,477,1,moocML,mooc,348,416,mooc
8780,841,337,0,moocML,mooc,348,304,mooc
8781,841,950,1,moocML,mooc,348,104,mooc
8782,841,404,0,moocML,mooc,348,35,mooc
8783,841,1140,0,moocML,mooc,348,49,mooc
8784,841,509,0,moocML,mooc,348,383,mooc
8785,841,1056,0,moocML,mooc,348,292,mooc
8787,841,944,0,moocML,mooc,348,409,mooc
8777,841,442,0,moocML,mooc,348,357,mooc
8788,841,547,0,moocML,mooc,348,75,mooc
8789,841,264,0,moocML,mooc,348,309,mooc
8790,841,1063,0,moocML,mooc,348,18,mooc
8791,841,1062,0,moocML,mooc,348,118,mooc
8792,841,646,0,moocML,mooc,348,91,mooc
8793,841,181,0,moocML,mooc,348,53,mooc
8786,841,1582,0,moocML,mooc,348,0,mooc
8776,841,393,1,moocML,mooc,348,97,mooc
8775,841,1154,0,moocML,mooc,348,134,mooc
8774,841,317,0,moocML,mooc,348,147,mooc
8798,842,1240,0,al_cpl,al_cpl,61,17,al_cpl
8797,842,1338,1,al_cpl,al_cpl,61,374,al_cpl
8796,842,1497,0,al_cpl,al_cpl,61,42,al_cpl
8795,842,81,1,al_cpl,al_cpl,61,276,al_cpl
8794,842,202,0,al_cpl,al_cpl,61,277,al_cpl
8799,842,475,0,al_cpl,al_cpl,61,404,al_cpl
8806,843,579,0,al_cpl,al_cpl,381,146,al_cpl
8800,843,87,0,al_cpl,al_cpl,381,2,al_cpl
8801,843,1553,0,al_cpl,al_cpl,381,145,al_cpl
8802,843,918,0,al_cpl,al_cpl,381,304,al_cpl
8803,843,510,0,al_cpl,al_cpl,381,127,al_cpl
8805,843,1192,1,al_cpl,al_cpl,381,530,al_cpl
8811,843,690,0,al_cpl,al_cpl,381,168,al_cpl
8804,843,1408,0,al_cpl,al_cpl,381,155,al_cpl
8810,843,822,0,al_cpl,al_cpl,381,219,al_cpl
8809,843,790,0,al_cpl,al_cpl,381,322,al_cpl
8808,843,115,1,al_cpl,al_cpl,381,170,al_cpl
8807,843,1236,0,al_cpl,al_cpl,381,441,al_cpl
8813,844,404,0,moocML,mooc,345,35,mooc
8815,844,749,1,moocML,mooc,345,405,mooc
8816,844,688,0,moocML,mooc,345,236,mooc
8817,844,592,0,moocML,mooc,345,148,mooc
8812,844,446,0,moocML,mooc,345,364,mooc
8814,844,283,0,moocML,mooc,345,88,mooc
8818,844,454,0,moocML,mooc,345,250,mooc
8820,845,1175,0,moocDSA,mooc,337,333,mooc
8819,845,916,0,moocDSA,mooc,337,435,mooc
8821,846,1093,1,pseudo,al_cpl,435,298,al_cpl
8821,846,745,0,pseudo,al_cpl,339,324,mooc
8831,846,990,1,al_cpl,al_cpl,198,381,al_cpl
8829,846,822,0,al_cpl,al_cpl,198,219,al_cpl
8828,846,1351,1,al_cpl,al_cpl,198,218,al_cpl
8827,846,187,0,al_cpl,al_cpl,198,394,al_cpl
8826,846,336,1,al_cpl,al_cpl,198,294,al_cpl
8825,846,5,1,al_cpl,al_cpl,198,193,al_cpl
8824,846,964,0,al_cpl,al_cpl,198,537,al_cpl
8823,846,1258,1,al_cpl,al_cpl,198,321,al_cpl
8822,846,510,1,al_cpl,al_cpl,198,127,al_cpl
8821,846,115,1,al_cpl,al_cpl,198,170,al_cpl
8830,846,597,1,al_cpl,al_cpl,198,476,al_cpl
8834,847,1404,1,al_cpl,al_cpl,425,365,al_cpl
8842,847,200,0,al_cpl,al_cpl,425,209,al_cpl
8841,847,13,0,al_cpl,al_cpl,425,511,al_cpl
8840,847,884,0,al_cpl,al_cpl,425,475,al_cpl
8839,847,519,0,al_cpl,al_cpl,425,424,al_cpl
8838,847,1054,0,al_cpl,al_cpl,425,161,al_cpl
8837,847,1125,0,al_cpl,al_cpl,425,271,al_cpl
8836,847,936,0,al_cpl,al_cpl,425,467,al_cpl
8835,847,1312,0,al_cpl,al_cpl,425,456,al_cpl
8833,847,260,0,al_cpl,al_cpl,425,19,al_cpl
8832,847,597,0,al_cpl,al_cpl,425,476,al_cpl
8843,848,506,1,drive,drive,420,657,drive
8844,849,472,0,drive,drive,345,751,drive
8867,850,52,0,al_cpl,al_cpl,201,535,al_cpl
8856,850,1247,0,al_cpl,al_cpl,201,253,al_cpl
8857,850,174,0,al_cpl,al_cpl,201,94,al_cpl
8858,850,72,0,al_cpl,al_cpl,201,280,al_cpl
8859,850,438,0,al_cpl,al_cpl,201,274,al_cpl
8860,850,436,0,al_cpl,al_cpl,201,403,al_cpl
8861,850,219,0,al_cpl,al_cpl,201,482,al_cpl
8862,850,166,0,al_cpl,al_cpl,201,82,al_cpl
8863,850,1238,0,al_cpl,al_cpl,201,409,al_cpl
8878,850,867,0,al_cpl,al_cpl,201,236,al_cpl
8877,850,679,0,al_cpl,al_cpl,201,176,al_cpl
8876,850,287,0,al_cpl,al_cpl,201,512,al_cpl
8875,850,1596,0,al_cpl,al_cpl,201,177,al_cpl
8874,850,1428,0,al_cpl,al_cpl,201,360,al_cpl
8873,850,686,0,al_cpl,al_cpl,201,166,al_cpl
8872,850,536,0,al_cpl,al_cpl,201,366,al_cpl
8871,850,1496,0,al_cpl,al_cpl,201,324,al_cpl
8855,850,1376,0,al_cpl,al_cpl,201,7,al_cpl
8870,850,798,0,al_cpl,al_cpl,201,29,al_cpl
8869,850,937,0,al_cpl,al_cpl,201,411,al_cpl
8864,850,1025,0,al_cpl,al_cpl,201,245,al_cpl
8865,850,748,0,al_cpl,al_cpl,201,80,al_cpl
8866,850,1134,0,al_cpl,al_cpl,201,544,al_cpl
8868,850,447,0,al_cpl,al_cpl,201,455,al_cpl
8854,850,1559,0,al_cpl,al_cpl,201,175,al_cpl
8850,850,1123,0,al_cpl,al_cpl,201,243,al_cpl
8852,850,1110,0,al_cpl,al_cpl,201,191,al_cpl
8851,850,1348,0,al_cpl,al_cpl,201,319,al_cpl
8849,850,776,0,al_cpl,al_cpl,201,171,al_cpl
8848,850,385,0,al_cpl,al_cpl,201,397,al_cpl
8847,850,1113,0,al_cpl,al_cpl,201,37,al_cpl
8846,850,302,0,al_cpl,al_cpl,201,133,al_cpl
8845,850,1199,0,al_cpl,al_cpl,201,330,al_cpl
8853,850,812,0,al_cpl,al_cpl,201,286,al_cpl
8879,851,1560,0,drive,drive,77,383,drive
8882,852,1238,0,al_cpl,al_cpl,252,409,al_cpl
8880,852,999,1,al_cpl,al_cpl,252,201,al_cpl
8881,852,1247,0,al_cpl,al_cpl,252,253,al_cpl
8883,853,262,1,al_cpl,al_cpl,447,459,al_cpl
8884,853,1502,1,al_cpl,al_cpl,447,210,al_cpl
8885,853,738,1,al_cpl,al_cpl,447,501,al_cpl
8900,854,651,0,al_cpl,al_cpl,73,395,al_cpl
8898,854,568,0,al_cpl,al_cpl,73,108,al_cpl
8901,854,879,0,al_cpl,al_cpl,73,74,al_cpl
8897,854,980,0,al_cpl,al_cpl,73,375,al_cpl
8894,854,1546,0,al_cpl,al_cpl,73,35,al_cpl
8888,854,544,0,al_cpl,al_cpl,73,328,al_cpl
8892,854,1167,0,al_cpl,al_cpl,73,173,al_cpl
8891,854,1156,0,al_cpl,al_cpl,73,107,al_cpl
8890,854,641,0,al_cpl,al_cpl,73,101,al_cpl
8889,854,589,0,al_cpl,al_cpl,73,21,al_cpl
8887,854,0,0,al_cpl,al_cpl,73,491,al_cpl
8886,854,647,0,al_cpl,al_cpl,73,34,al_cpl
8899,854,1510,0,al_cpl,al_cpl,73,408,al_cpl
8895,854,1277,0,al_cpl,al_cpl,73,315,al_cpl
8893,854,660,0,al_cpl,al_cpl,73,272,al_cpl
8896,854,1313,0,al_cpl,al_cpl,73,383,al_cpl
8903,854,100,0,al_cpl,al_cpl,73,28,al_cpl
8902,854,267,0,al_cpl,al_cpl,73,72,al_cpl
8904,855,1250,1,drive,drive,117,543,drive
8906,855,571,0,drive,drive,117,542,drive
8905,855,540,1,drive,drive,117,415,drive
8904,855,745,0,pseudo,drive,339,324,mooc
8904,855,1093,1,pseudo,drive,435,298,al_cpl
8907,856,460,1,al_cpl,al_cpl,115,379,al_cpl
8908,856,1093,1,al_cpl,al_cpl,115,298,al_cpl
8911,856,1376,1,al_cpl,al_cpl,115,7,al_cpl
8912,856,1301,1,al_cpl,al_cpl,115,25,al_cpl
8907,856,1404,1,pseudo,al_cpl,193,365,al_cpl
8907,856,603,0,pseudo,al_cpl,401,107,mooc
8907,856,966,0,pseudo,al_cpl,272,311,mooc
8909,856,1289,1,al_cpl,al_cpl,115,342,al_cpl
8907,856,1062,0,pseudo,al_cpl,272,118,mooc
8907,856,745,0,pseudo,al_cpl,339,324,mooc
8907,856,1033,1,pseudo,al_cpl,98,99,al_cpl
8907,856,208,1,pseudo,al_cpl,280,8,al_cpl
8907,856,1502,1,pseudo,al_cpl,435,210,al_cpl
8910,856,1025,1,al_cpl,al_cpl,115,245,al_cpl
8915,857,1403,1,moocML,mooc,77,135,mooc
8917,857,814,0,moocML,mooc,77,366,mooc
8913,857,299,1,moocML,mooc,77,7,mooc
8914,857,1360,1,moocML,mooc,77,310,mooc
8916,857,442,0,moocML,mooc,77,357,mooc
8918,857,944,0,moocML,mooc,77,409,mooc
8919,857,158,1,moocML,mooc,77,74,mooc
8920,857,1010,1,moocML,mooc,77,123,mooc
8921,857,1039,0,moocML,mooc,77,38,mooc
8922,857,503,0,moocML,mooc,77,296,mooc
8928,858,515,0,drive,drive,7,525,drive
8927,858,1416,0,drive,drive,7,593,drive
8926,858,1116,0,drive,drive,7,450,drive
8925,858,907,0,drive,drive,7,444,drive
8924,858,905,0,drive,drive,7,600,drive
8923,858,668,0,drive,drive,7,453,drive
8929,858,1449,0,drive,drive,7,596,drive
8930,858,862,0,drive,drive,7,441,drive
8931,858,1415,0,drive,drive,7,595,drive
8932,858,168,0,drive,drive,7,592,drive
8933,858,245,0,drive,drive,7,449,drive
8934,859,503,0,moocML,mooc,123,296,mooc
8935,859,602,0,moocML,mooc,123,377,mooc
8936,859,282,0,moocML,mooc,123,84,mooc
8937,859,1403,0,moocML,mooc,123,135,mooc
8938,859,754,0,moocML,mooc,123,238,mooc
8939,859,199,0,moocML,mooc,123,298,mooc
8946,859,1039,0,moocML,mooc,123,38,mooc
8941,859,814,0,moocML,mooc,123,366,mooc
8948,859,455,0,moocML,mooc,123,285,mooc
8947,859,1533,0,moocML,mooc,123,273,mooc
8942,859,944,0,moocML,mooc,123,409,mooc
8943,859,442,0,moocML,mooc,123,357,mooc
8944,859,18,0,moocML,mooc,123,32,mooc
8945,859,283,0,moocML,mooc,123,88,mooc
8940,859,547,0,moocML,mooc,123,75,mooc
8950,860,251,0,moocDSA,mooc,226,23,mooc
8949,860,1377,0,moocDSA,mooc,226,154,mooc
8951,860,1175,0,moocDSA,mooc,226,333,mooc
8952,860,827,0,moocDSA,mooc,226,426,mooc
8953,860,1021,0,moocDSA,mooc,226,340,mooc
8954,860,1170,0,moocDSA,mooc,226,116,mooc
8955,860,887,0,moocDSA,mooc,226,360,mooc
8956,860,445,0,moocDSA,mooc,226,93,mooc
8957,860,916,0,moocDSA,mooc,226,435,mooc
8966,861,329,0,drive,drive,163,566,drive
8967,861,155,1,drive,drive,163,691,drive
8965,861,1184,0,drive,drive,163,280,drive
8964,861,1305,0,drive,drive,163,555,drive
8963,861,1031,1,drive,drive,163,548,drive
8962,861,788,0,drive,drive,163,580,drive
8961,861,1266,0,drive,drive,163,567,drive
8960,861,1264,0,drive,drive,163,574,drive
8959,861,697,1,drive,drive,163,287,drive
8958,861,490,1,drive,drive,163,582,drive
8968,862,1404,1,pseudo,mooc,193,365,al_cpl
8968,862,1502,1,pseudo,mooc,435,210,al_cpl
8973,862,658,1,moocDSA,mooc,319,356,mooc
8968,862,1301,1,pseudo,mooc,499,25,al_cpl
8982,862,9,1,moocDSA,mooc,319,151,mooc
8981,862,1367,1,moocDSA,mooc,319,168,mooc
8968,862,208,1,pseudo,mooc,280,8,al_cpl
8974,862,1225,1,moocDSA,mooc,319,305,mooc
8979,862,872,1,moocDSA,mooc,319,260,mooc
8978,862,848,1,moocDSA,mooc,319,386,mooc
8977,862,1106,1,moocDSA,mooc,319,252,mooc
8968,862,1093,1,pseudo,mooc,435,298,al_cpl
8980,862,803,1,moocDSA,mooc,319,359,mooc
8983,862,675,1,moocDSA,mooc,319,98,mooc
8968,862,603,0,pseudo,mooc,401,107,mooc
8985,862,198,1,moocDSA,mooc,319,418,mooc
8986,862,1175,1,moocDSA,mooc,319,333,mooc
8972,862,920,1,moocDSA,mooc,319,320,mooc
8968,862,966,0,pseudo,mooc,272,311,mooc
8968,862,673,0,pseudo,mooc,270,29,mooc
8968,862,745,0,pseudo,mooc,339,324,mooc
8976,862,1269,1,moocDSA,mooc,319,175,mooc
8968,862,700,0,pseudo,mooc,185,289,mooc
8971,862,1173,1,moocDSA,mooc,319,165,mooc
8970,862,1170,1,moocDSA,mooc,319,116,mooc
8969,862,705,1,moocDSA,mooc,319,70,mooc
8968,862,1291,1,moocDSA,mooc,319,290,mooc
8984,862,1446,1,moocDSA,mooc,319,87,mooc
8975,862,593,1,moocDSA,mooc,319,62,mooc
9012,863,944,0,moocML,mooc,378,409,mooc
9009,863,1097,0,moocML,mooc,378,363,mooc
8996,863,1403,0,moocML,mooc,378,135,mooc
8997,863,520,0,moocML,mooc,378,149,mooc
8998,863,1271,0,moocML,mooc,378,216,mooc
8999,863,662,0,moocML,mooc,378,80,mooc
9000,863,1482,0,moocML,mooc,378,271,mooc
9001,863,1197,0,moocML,mooc,378,421,mooc
9002,863,124,0,moocML,mooc,378,397,mooc
9003,863,134,0,moocML,mooc,378,51,mooc
9004,863,429,0,moocML,mooc,378,16,mooc
9011,863,649,0,moocML,mooc,378,349,mooc
9005,863,986,0,moocML,mooc,378,287,mooc
9007,863,199,0,moocML,mooc,378,298,mooc
9008,863,1259,0,moocML,mooc,378,353,mooc
8993,863,673,0,moocML,mooc,378,29,mooc
8992,863,125,0,moocML,mooc,378,438,mooc
8991,863,277,0,moocML,mooc,378,100,mooc
8990,863,498,0,moocML,mooc,378,332,mooc
8989,863,646,0,moocML,mooc,378,91,mooc
8988,863,745,0,moocML,mooc,378,324,mooc
8987,863,603,0,moocML,mooc,378,107,mooc
9006,863,170,0,moocML,mooc,378,194,mooc
8995,863,304,0,moocML,mooc,378,202,mooc
8994,863,616,0,moocML,mooc,378,28,mooc
9013,863,455,0,moocML,mooc,378,285,mooc
9014,863,404,0,moocML,mooc,378,35,mooc
9015,863,1133,0,moocML,mooc,378,112,mooc
9010,863,814,0,moocML,mooc,378,366,mooc
9016,864,815,0,moocDSA,mooc,261,242,mooc
9017,865,369,0,pseudo,drive,272,237,mooc
9017,865,1093,1,pseudo,drive,435,298,al_cpl
9017,865,1404,1,pseudo,drive,193,365,al_cpl
9017,865,745,0,pseudo,drive,339,324,mooc
9017,865,208,1,pseudo,drive,280,8,al_cpl
9020,865,720,1,drive,drive,183,554,drive
9019,865,35,1,drive,drive,183,188,drive
9018,865,1310,0,drive,drive,183,688,drive
9017,865,997,1,drive,drive,183,345,drive
9021,865,456,1,drive,drive,183,343,drive
9017,865,603,0,pseudo,drive,401,107,mooc
9022,866,1093,1,pseudo,al_cpl,435,298,al_cpl
9035,866,526,0,al_cpl,al_cpl,479,169,al_cpl
9039,866,1138,0,al_cpl,al_cpl,479,433,al_cpl
9038,866,1554,1,al_cpl,al_cpl,479,355,al_cpl
9037,866,475,1,al_cpl,al_cpl,479,404,al_cpl
9036,866,1338,1,al_cpl,al_cpl,479,374,al_cpl
9022,866,745,0,pseudo,al_cpl,339,324,mooc
9034,866,1343,1,al_cpl,al_cpl,479,534,al_cpl
9032,866,202,1,al_cpl,al_cpl,479,277,al_cpl
9031,866,1166,1,al_cpl,al_cpl,479,432,al_cpl
9030,866,892,0,al_cpl,al_cpl,479,118,al_cpl
9029,866,1372,0,al_cpl,al_cpl,479,183,al_cpl
9028,866,913,0,al_cpl,al_cpl,479,390,al_cpl
9027,866,1240,1,al_cpl,al_cpl,479,17,al_cpl
9022,866,295,1,al_cpl,al_cpl,479,354,al_cpl
9023,866,262,0,al_cpl,al_cpl,479,459,al_cpl
9024,866,213,1,al_cpl,al_cpl,479,420,al_cpl
9025,866,1363,1,al_cpl,al_cpl,479,139,al_cpl
9026,866,1502,1,al_cpl,al_cpl,479,210,al_cpl
9033,866,1453,1,al_cpl,al_cpl,479,377,al_cpl
9043,867,1361,0,drive,drive,259,275,drive
9042,867,65,0,drive,drive,259,660,drive
9041,867,96,0,drive,drive,259,251,drive
9040,867,1032,0,drive,drive,259,274,drive
9047,868,1537,0,drive,drive,216,778,drive
9048,868,938,0,drive,drive,216,670,drive
9046,868,488,0,drive,drive,216,664,drive
9045,868,344,1,drive,drive,216,797,drive
9044,868,1093,1,pseudo,drive,435,298,al_cpl
9044,868,1532,1,drive,drive,216,602,drive
9044,868,1502,1,pseudo,drive,435,210,al_cpl
9050,868,31,0,drive,drive,216,784,drive
9049,868,1392,0,drive,drive,216,665,drive
9052,868,505,1,drive,drive,216,606,drive
9074,868,1499,0,drive,drive,216,423,drive
9073,868,1368,1,drive,drive,216,221,drive
9072,868,808,0,drive,drive,216,674,drive
9071,868,358,1,drive,drive,216,6,drive
9070,868,1298,0,drive,drive,216,678,drive
9069,868,1009,0,drive,drive,216,7,drive
9068,868,730,1,drive,drive,216,220,drive
9067,868,1402,1,drive,drive,216,609,drive
9066,868,230,1,drive,drive,216,4,drive
9065,868,621,1,drive,drive,216,795,drive
9064,868,1129,0,drive,drive,216,223,drive
9063,868,136,0,drive,drive,216,666,drive
9062,868,89,0,drive,drive,216,663,drive
9061,868,1561,1,drive,drive,216,222,drive
9044,868,745,0,pseudo,drive,339,324,mooc
9060,868,663,1,drive,drive,216,604,drive
9059,868,1371,0,drive,drive,216,671,drive
9058,868,744,1,drive,drive,216,21,drive
9057,868,135,0,drive,drive,216,779,drive
9056,868,985,1,drive,drive,216,5,drive
9055,868,168,1,drive,drive,216,592,drive
9054,868,240,0,drive,drive,216,107,drive
9053,868,1415,1,drive,drive,216,595,drive
9051,868,654,0,drive,drive,216,597,drive
9044,868,603,0,pseudo,drive,401,107,mooc
9080,869,257,0,moocDSA,mooc,340,291,mooc
9075,869,887,0,moocDSA,mooc,340,360,mooc
9081,869,1314,0,moocDSA,mooc,340,40,mooc
9082,869,726,1,moocDSA,mooc,340,20,mooc
9083,869,1523,0,moocDSA,mooc,340,251,mooc
9084,869,19,0,moocDSA,mooc,340,365,mooc
9085,869,1013,0,moocDSA,mooc,340,319,mooc
9086,869,489,0,moocDSA,mooc,340,72,mooc
9087,869,7,0,moocDSA,mooc,340,86,mooc
9088,869,1194,0,moocDSA,mooc,340,208,mooc
9089,869,366,0,moocDSA,mooc,340,427,mooc
9079,869,445,1,moocDSA,mooc,340,93,mooc
9090,869,326,0,moocDSA,mooc,340,158,mooc
9092,869,188,0,moocDSA,mooc,340,178,mooc
9093,869,705,0,moocDSA,mooc,340,70,mooc
9078,869,251,0,moocDSA,mooc,340,23,mooc
9077,869,261,0,moocDSA,mooc,340,215,mooc
9076,869,265,0,moocDSA,mooc,340,176,mooc
9091,869,916,0,moocDSA,mooc,340,435,mooc
9094,869,815,0,moocDSA,mooc,340,242,mooc
9095,870,1117,1,drive,drive,29,838,drive
9096,870,1104,1,drive,drive,29,851,drive
9097,870,825,0,drive,drive,29,386,drive
9098,870,557,1,drive,drive,29,302,drive
9099,871,7,0,moocDSA,mooc,391,86,mooc
9110,871,726,0,moocDSA,mooc,391,20,mooc
9100,871,916,0,moocDSA,mooc,391,435,mooc
9101,871,251,0,moocDSA,mooc,391,23,mooc
9102,871,815,0,moocDSA,mooc,391,242,mooc
9103,871,191,0,moocDSA,mooc,391,369,mooc
9104,871,593,0,moocDSA,mooc,391,62,mooc
9105,871,848,0,moocDSA,mooc,391,386,mooc
9106,871,1489,0,moocDSA,mooc,391,400,mooc
9107,871,872,0,moocDSA,mooc,391,260,mooc
9108,871,1418,0,moocDSA,mooc,391,212,mooc
9109,871,445,0,moocDSA,mooc,391,93,mooc
9111,871,1522,0,moocDSA,mooc,391,235,mooc
9115,872,138,1,drive,drive,210,605,drive
9113,872,1390,1,drive,drive,210,603,drive
9114,872,11,1,drive,drive,210,599,drive
9112,872,773,1,drive,drive,210,591,drive
9116,873,1341,0,al_cpl,al_cpl,505,290,al_cpl
9128,874,1498,0,al_cpl,al_cpl,245,112,al_cpl
9124,874,1496,0,al_cpl,al_cpl,245,324,al_cpl
9127,874,364,0,al_cpl,al_cpl,245,358,al_cpl
9126,874,1410,0,al_cpl,al_cpl,245,228,al_cpl
9125,874,1089,0,al_cpl,al_cpl,245,380,al_cpl
9123,874,1376,0,al_cpl,al_cpl,245,7,al_cpl
9131,874,1473,0,al_cpl,al_cpl,245,402,al_cpl
9121,874,694,0,al_cpl,al_cpl,245,332,al_cpl
9120,874,280,0,al_cpl,al_cpl,245,40,al_cpl
9119,874,1596,0,al_cpl,al_cpl,245,177,al_cpl
9118,874,866,0,al_cpl,al_cpl,245,41,al_cpl
9117,874,356,0,al_cpl,al_cpl,245,527,al_cpl
9130,874,1006,0,al_cpl,al_cpl,245,115,al_cpl
9122,874,420,0,al_cpl,al_cpl,245,496,al_cpl
9132,874,460,0,al_cpl,al_cpl,245,379,al_cpl
9129,874,1040,0,al_cpl,al_cpl,245,250,al_cpl
9133,874,293,0,al_cpl,al_cpl,245,10,al_cpl
9134,874,686,0,al_cpl,al_cpl,245,166,al_cpl
9135,874,1216,0,al_cpl,al_cpl,245,528,al_cpl
9136,875,745,0,pseudo,drive,339,324,mooc
9136,875,1093,1,pseudo,drive,435,298,al_cpl
9136,875,1266,0,drive,drive,157,567,drive
9137,875,1158,0,drive,drive,157,282,drive
9138,875,697,1,drive,drive,157,287,drive
9139,875,1406,1,drive,drive,157,283,drive
9140,876,172,0,drive,drive,356,792,drive
9141,877,1175,0,moocDSA,mooc,338,333,mooc
9142,878,205,1,moocDSA,mooc,3,184,mooc
9143,878,916,0,moocDSA,mooc,3,435,mooc
9158,879,1182,0,drive,drive,33,468,drive
9157,879,996,0,drive,drive,33,420,drive
9156,879,1202,0,drive,drive,33,504,drive
9155,879,522,1,drive,drive,33,329,drive
9154,879,1,0,drive,drive,33,82,drive
9153,879,80,0,drive,drive,33,483,drive
9152,879,1399,0,drive,drive,33,472,drive
9151,879,1124,0,drive,drive,33,84,drive
9146,879,1016,0,drive,drive,33,496,drive
9149,879,1244,0,drive,drive,33,583,drive
9148,879,141,1,drive,drive,33,417,drive
9147,879,791,0,drive,drive,33,478,drive
9144,879,1093,1,pseudo,drive,435,298,al_cpl
9144,879,745,0,pseudo,drive,339,324,mooc
9159,879,1365,0,drive,drive,33,464,drive
9145,879,959,0,drive,drive,33,469,drive
9144,879,825,0,drive,drive,33,386,drive
9150,879,771,0,drive,drive,33,559,drive
9160,879,669,0,drive,drive,33,406,drive
9163,880,454,0,moocML,mooc,161,250,mooc
9161,880,1197,0,moocML,mooc,161,421,mooc
9162,880,1403,0,moocML,mooc,161,135,mooc
9164,880,561,0,moocML,mooc,161,218,mooc
9190,880,653,0,moocML,mooc,161,209,mooc
9175,880,282,0,moocML,mooc,161,84,mooc
9176,880,799,0,moocML,mooc,161,198,mooc
9177,880,520,0,moocML,mooc,161,149,mooc
9178,880,1274,0,moocML,mooc,161,301,mooc
9179,880,1482,0,moocML,mooc,161,271,mooc
