conceptA,conceptB,isPrerequisite,dataset
Comparing Line Segments,Law of conservation of angular momentum,0,drive
Revisiting Line Symmetry,Law of conservation of angular momentum,0,drive
Measuring Line Segments,Law of constant proportions,0,drive
Comparing Line Segments,Law of constant proportions,0,drive
Revisiting Line Symmetry,Law of constant proportions,0,drive
Measuring Line Segments,Laws of Reflection,0,drive
Comparing Line Segments,Laws of Reflection,0,drive
Revisiting Line Symmetry,Laws of Reflection,0,drive
Translatory Motion,Laws of Reflection of Sound,0,drive
Oscillatory Motion Vibratory Motion,Laws of Reflection of Sound,0,drive
Kinetic Energy,Magnetic Field and Field Lines,0,drive
Energy Conservation,Magnetic Field and Field Lines,0,drive
Alternate Energy Resources,Magnetic Field and Field Lines,0,drive
Potential Energy,Magnetic Field and Field Lines,0,drive
Mechanical Energy,Magnetic Field and Field Lines,0,drive
Demagnetizing a Magnet,Magnetic Field and Field Lines,1,drive
kepler s second law,Magnetic Field and Field Lines,0,drive
Kepler s third law,Magnetic Field and Field Lines,0,drive
Force,Magnetic Field and Field Lines,0,drive
Tension Force,Magnetic Field and Field Lines,0,drive
Frictional Force,Magnetic Field and Field Lines,0,drive
Buoyant Force,Magnetic Field and Field Lines,0,drive
Force Introduction,Magnetic Field and Field Lines,0,drive
Magnet,Magnetic Field and Terrestrial Magnetism,1,drive
Demagnetizing a Magnet,Magnetic Field and Terrestrial Magnetism,1,drive
Electric Current,Magnetic Field and Terrestrial Magnetism,0,drive
Force,Magnetic Field and Terrestrial Magnetism,0,drive
Tension Force,Magnetic Field and Terrestrial Magnetism,0,drive
Frictional Force,Magnetic Field and Terrestrial Magnetism,0,drive
Buoyant Force,Magnetic Field and Terrestrial Magnetism,0,drive
Force Introduction,Magnetic Field and Terrestrial Magnetism,0,drive
Force,Magnetism of a Toroid,0,drive
Tension Force,Magnetism of a Toroid,0,drive
Frictional Force,Magnetism of a Toroid,0,drive
Buoyant Force,Magnetism of a Toroid,0,drive
Force Introduction,Magnetism of a Toroid,0,drive
Alternate Energy Resources,Mechanical Energy,0,drive
Translatory Motion,Mechanical Energy,0,drive
Oscillatory Motion Vibratory Motion,Mechanical Energy,0,drive
Measuring Line Segments,Newlands Law Of Octaves,0,drive
Comparing Line Segments,Newlands Law Of Octaves,0,drive
Revisiting Line Symmetry,Newlands Law Of Octaves,0,drive
Measuring Line Segments,Newlands Law of Octaves,0,drive
Comparing Line Segments,Newlands Law of Octaves,0,drive
Revisiting Line Symmetry,Newlands Law of Octaves,0,drive
Translatory Motion,Newton s First Law of Motion,1,drive
Oscillatory Motion Vibratory Motion,Newton s First Law of Motion,0,drive
Translatory Motion,Newton s Second Law of Motion,1,drive
Oscillatory Motion Vibratory Motion,Newton s Second Law of Motion,0,drive
Measuring Line Segments,Newton s Universal Law of Gravitation,0,drive
Comparing Line Segments,Newton s Universal Law of Gravitation,0,drive
Revisiting Line Symmetry,Newton s Universal Law of Gravitation,0,drive
Translatory Motion,Overview of ELISA,0,drive
Oscillatory Motion Vibratory Motion,Overview of ELISA,0,drive
Equation,Pair of Linear Equations in Two Variables,1,drive
Revisiting Line Symmetry,Pair of Linear Equations in Two Variables,0,drive
Light Introduction,Photoelectric effect,0,drive
Light,Photoelectric effect,0,drive
Wind Energy,Photoelectric effect,0,drive
Solar Energy,Photoelectric effect,0,drive
Renewable Energy,Photoelectric effect,0,drive
Kinetic Energy,Photoelectric effect,1,drive
Energy Conservation,Photoelectric effect,0,drive
Alternate Energy Resources,Photoelectric effect,0,drive
Potential Energy,Photoelectric effect,1,drive
Wind Energy Farms,Photoelectric effect,0,drive
Geothermal energy,Photoelectric effect,0,drive
Mechanical Energy,Photoelectric effect,0,drive
Alternate Energy Resources,Potential Energy,0,drive
Translatory Motion,Potential Energy,0,drive
Oscillatory Motion Vibratory Motion,Potential Energy,0,drive
Average Speed,Projectile motion,0,drive
Speed,Projectile motion,1,drive
Velocity,Projectile motion,1,drive
Force,Projectile motion,1,drive
Tension Force,Projectile motion,0,drive
Frictional Force,Projectile motion,0,drive
Buoyant Force,Projectile motion,0,drive
Force Introduction,Projectile motion,0,drive
Translatory Motion,Projectile motion,1,drive
Oscillatory Motion Vibratory Motion,Projectile motion,0,drive
Measuring Line Segments,Pythagoras Theorem,0,drive
Comparing Line Segments,Pythagoras Theorem,0,drive
Revisiting Line Symmetry,Pythagoras Theorem,0,drive
Translatory Motion,Reflection of Sound,0,drive
Oscillatory Motion Vibratory Motion,Reflection of Sound,0,drive
Angle of Elevation and Angle of Depression,Refractive Index,0,drive
Angle of 1 Radian,Refractive Index,0,drive
Angle Sum Property of a Quadrilateral,Refractive Index,0,drive
Average Speed,Refractive Index,0,drive
Speed,Refractive Index,0,drive
Translatory Motion,Refractive Index,0,drive
Oscillatory Motion Vibratory Motion,Refractive Index,0,drive
Kinetic Energy,Renewable Energy,0,drive
Energy Conservation,Renewable Energy,0,drive
Alternate Energy Resources,Renewable Energy,1,drive
Potential Energy,Renewable Energy,0,drive
Mechanical Energy,Renewable Energy,0,drive
Velocity,Renewable Energy,0,drive
Translatory Motion,Renewable Energy,0,drive
Oscillatory Motion Vibratory Motion,Renewable Energy,0,drive
Elastic Potential Energy,Renewable Energy,0,drive
Gravitational Potential Energy,Renewable Energy,0,drive
Force,Renewable Energy,0,drive
Tension Force,Renewable Energy,0,drive
Frictional Force,Renewable Energy,0,drive
Buoyant Force,Renewable Energy,0,drive
Force Introduction,Renewable Energy,0,drive
Kinetic Energy,Solar Energy,0,drive
Energy Conservation,Solar Energy,0,drive
Alternate Energy Resources,Solar Energy,1,drive
Potential Energy,Solar Energy,0,drive
Mechanical Energy,Solar Energy,0,drive
Velocity,Solar Energy,0,drive
Translatory Motion,Solar Energy,0,drive
Oscillatory Motion Vibratory Motion,Solar Energy,0,drive
Elastic Potential Energy,Solar Energy,0,drive
Gravitational Potential Energy,Solar Energy,0,drive
Force,Solar Energy,0,drive
Tension Force,Solar Energy,0,drive
Frictional Force,Solar Energy,0,drive
Buoyant Force,Solar Energy,0,drive
Force Introduction,Solar Energy,0,drive
Translatory Motion,Speed,1,drive
Oscillatory Motion Vibratory Motion,Speed,0,drive
Demagnetizing a Magnet,Tension Force,0,drive
Alternate Energy Resources,Tension Force,0,drive
Light Introduction,Total Internal Reflection,1,drive
Light,Total Internal Reflection,1,drive
Angle of Elevation and Angle of Depression,Total Internal Reflection,0,drive
Angle of 1 Radian,Total Internal Reflection,0,drive
Angle Sum Property of a Quadrilateral,Total Internal Reflection,0,drive
Revisiting Line Symmetry,Uniform Circular Motion,0,drive
Circle,Uniform Circular Motion,0,drive
Translatory Motion,Uses of Constituents of Petroleum,0,drive
Oscillatory Motion Vibratory Motion,Uses of Constituents of Petroleum,0,drive
Translatory Motion,Uses of components of air,0,drive
Oscillatory Motion Vibratory Motion,Uses of components of air,0,drive
Oscillatory Motion Vibratory Motion,Velocity,0,drive
Equation,Verification of Pythagoras Theorem,0,drive
Kinetic Energy,Wind Energy,0,drive
Energy Conservation,Wind Energy,0,drive
Alternate Energy Resources,Wind Energy,1,drive
Potential Energy,Wind Energy,0,drive
Mechanical Energy,Wind Energy,0,drive
Velocity,Wind Energy,0,drive
Translatory Motion,Wind Energy,0,drive
Oscillatory Motion Vibratory Motion,Wind Energy,0,drive
Elastic Potential Energy,Wind Energy,0,drive
Gravitational Potential Energy,Wind Energy,0,drive
Force,Wind Energy,0,drive
Tension Force,Wind Energy,0,drive
Frictional Force,Wind Energy,0,drive
Buoyant Force,Wind Energy,0,drive
Force Introduction,Wind Energy,0,drive
Physical Properties of Metals and Non-metals - I,Alloys,1,drive
Non-metals,Alloys,1,drive
Chemical Properties of Metals and Non-metals-I,Alloys,1,drive
Physical Properties of Metals and Non-metals II,Alloys,1,drive
Chemical Properties of Metals and Non-metals II,Alloys,1,drive
Physical Properties of Metals and Non-metals - I,"Appearance, sonority and conductivity",1,drive
Non-metals,"Appearance, sonority and conductivity",1,drive
Chemical Properties of Metals and Non-metals-I,"Appearance, sonority and conductivity",1,drive
Physical Properties of Metals and Non-metals II,"Appearance, sonority and conductivity",1,drive
Chemical Properties of Metals and Non-metals II,"Appearance, sonority and conductivity",1,drive
Human Reproductive System,Artificial Vegetative Propagation,0,drive
Writing Chemical Formula,Balancing of Chemical Equations,1,drive
Atoms,Balancing of Chemical Equations,1,drive
"Atoms, molecules and compounds",Balancing of Chemical Equations,1,drive
Atoms and Molecules,Balancing of Chemical Equations,1,drive
Writing Chemical Formula,Balancing of a Chemical Equation,1,drive
Atoms,Balancing of a Chemical Equation,1,drive
"Atoms, molecules and compounds",Balancing of a Chemical Equation,1,drive
Atoms and Molecules,Balancing of a Chemical Equation,1,drive
Writing Chemical Formula,Characteristics of Chemical Reactions,1,drive
Writing Chemical Formula,Characteristics of a Chemical Change,1,drive
Writing Chemical Formula,Chemical Equations,1,drive
Atoms,Chemical Equations,1,drive
"Atoms, molecules and compounds",Chemical Equations,1,drive
Atoms and Molecules,Chemical Equations,1,drive
Reaction of metals with acid,Chemical Properties of Metals-I,1,drive
Physical Properties of Metals and Non-metals - I,Chemical Properties of Metals-I,0,drive
Non-metals,Chemical Properties of Metals-I,0,drive
Chemical Properties of Metals and Non-metals-I,Chemical Properties of Metals-I,1,drive
Physical Properties of Metals and Non-metals II,Chemical Properties of Metals-I,0,drive
Chemical Properties of Metals and Non-metals II,Chemical Properties of Metals-I,1,drive
Writing Chemical Formula,Chemical Reaction,1,drive
Physical Properties of Metals and Non-metals - I,Chemical properties of metals-II,0,drive
Non-metals,Chemical properties of metals-II,0,drive
Chemical Properties of Metals and Non-metals-I,Chemical properties of metals-II,1,drive
Physical Properties of Metals and Non-metals II,Chemical properties of metals-II,0,drive
Chemical Properties of Metals and Non-metals II,Chemical properties of metals-II,1,drive
Physical Properties of Metals and Non-metals - I,Corrosion,0,drive
Non-metals,Corrosion,1,drive
Chemical Properties of Metals and Non-metals-I,Corrosion,1,drive
Physical Properties of Metals and Non-metals II,Corrosion,1,drive
Chemical Properties of Metals and Non-metals II,Corrosion,1,drive
Physical Properties of Metals and Non-metals - I,Extraction of Less Reactive Metals,0,drive
Non-metals,Extraction of Less Reactive Metals,0,drive
Chemical Properties of Metals and Non-metals-I,Extraction of Less Reactive Metals,1,drive
Physical Properties of Metals and Non-metals II,Extraction of Less Reactive Metals,0,drive
Chemical Properties of Metals and Non-metals II,Extraction of Less Reactive Metals,1,drive
Physical Properties of Metals and Non-metals - I,Extraction of Moderately Reactive Metals,1,drive
Non-metals,Extraction of Moderately Reactive Metals,0,drive
Displacement Reaction,Extraction of Moderately Reactive Metals,0,drive
Chemical Properties of Metals and Non-metals-I,Extraction of Moderately Reactive Metals,1,drive
Physical Properties of Metals and Non-metals II,Extraction of Moderately Reactive Metals,1,drive
Chemical Properties of Metals and Non-metals II,Extraction of Moderately Reactive Metals,1,drive
Human Reproductive System,Female Reproductive System,1,drive
Neuron,Functional Types of Neuron,1,drive
Neuron,Generation and Conduction of Nerve Impulse,1,drive
Compound Epithelial Tissue,Human Endocrine System,0,drive
Epithelial Tissues,Human Endocrine System,0,drive
Muscular Tissues,Human Endocrine System,0,drive
Simple Epithelial Tissue,Human Endocrine System,0,drive
Neuron,Human Endocrine System,0,drive
Meristematic Tissues,Human Endocrine System,0,drive
Connective Tissues,Human Endocrine System,0,drive
Glandular Epithelial Tissue,Human Endocrine System,0,drive
Epithelial Tissues,Internal Structure of ear,0,drive
Muscular Tissues,Internal Structure of ear,0,drive
Simple Epithelial Tissue,Internal Structure of ear,0,drive
Meristematic Tissues,Internal Structure of ear,0,drive
Connective Tissues,Internal Structure of ear,1,drive
Nervous Tissues,Internal structure of skin,0,drive
Complex Permanent Tissues,Internal structure of skin,0,drive
Compound Epithelial Tissue,Internal structure of skin,1,drive
Epithelial Tissues,Internal structure of skin,1,drive
Muscular Tissues,Internal structure of skin,0,drive
Simple Permanent Tissues,Internal structure of skin,0,drive
Simple Epithelial Tissue,Internal structure of skin,1,drive
Meristematic Tissues,Internal structure of skin,0,drive
Connective Tissues,Internal structure of skin,0,drive
Glandular Epithelial Tissue,Internal structure of skin,0,drive
Non-metals,Ionic Compounds,1,drive
Human Reproductive System,Male Reproductive System,1,drive
Physical Properties of Metals and Non-metals - I,Prevention of Corrosion,1,drive
